p1,p2,g1_ratio,policy,avg_cost
0.7,0.3,87,epsilon-exact-nodupe,125.13333333333334
0.7,0.3,88,random,126.4
0.7,0.3,88,coupcoll-nodupe,124.8
0.7,0.3,88,ratiocoll-nodupe,126.33333333333333
0.7,0.3,88,epsilon-exact-nodupe,125.13333333333334
0.7,0.3,89,random,125.73333333333333
0.7,0.3,89,coupcoll-nodupe,126.2
0.7,0.3,89,ratiocoll-nodupe,127.5
0.7,0.3,89,epsilon-exact-nodupe,128.13333333333333
0.7,0.3,90,random,129.56666666666666
0.7,0.3,90,coupcoll-nodupe,128.26666666666668
0.7,0.3,90,ratiocoll-nodupe,130.96666666666667
0.7,0.3,90,epsilon-exact-nodupe,126.76666666666667
0.7,0.3,91,random,130.9
0.7,0.3,91,coupcoll-nodupe,128.86666666666667
0.7,0.3,91,ratiocoll-nodupe,131.86666666666667
0.7,0.3,91,epsilon-exact-nodupe,132.16666666666666
0.7,0.3,92,random,129.06666666666666
0.7,0.3,92,coupcoll-nodupe,132.7
0.7,0.3,92,ratiocoll-nodupe,130.33333333333334
0.7,0.3,92,epsilon-exact-nodupe,131.36666666666667
0.7,0.3,93,random,132.8
0.7,0.3,93,coupcoll-nodupe,133.43333333333334
0.7,0.3,93,ratiocoll-nodupe,131.8
0.7,0.3,93,epsilon-exact-nodupe,133.73333333333332
0.7,0.3,94,random,132.06666666666666
0.7,0.3,94,coupcoll-nodupe,134.6
0.7,0.3,94,ratiocoll-nodupe,137.96666666666667
0.7,0.3,94,epsilon-exact-nodupe,132.13333333333333
0.7,0.3,95,random,132.43333333333334
0.7,0.3,95,coupcoll-nodupe,134.86666666666667
0.7,0.3,95,ratiocoll-nodupe,134.36666666666667
0.7,0.3,95,epsilon-exact-nodupe,135.5
0.7,0.3,96,random,134.76666666666668
0.7,0.3,96,coupcoll-nodupe,139.83333333333334
0.7,0.3,96,ratiocoll-nodupe,136.5
0.7,0.3,96,epsilon-exact-nodupe,138.9
0.7,0.3,97,random,141.13333333333333
0.7,0.3,97,coupcoll-nodupe,138.3
0.7,0.3,97,ratiocoll-nodupe,139.56666666666666
0.7,0.3,97,epsilon-exact-nodupe,136.76666666666668
0.7,0.3,98,random,139.16666666666666
0.7,0.3,98,coupcoll-nodupe,139.63333333333333
0.7,0.3,98,ratiocoll-nodupe,140.5
0.7,0.3,98,epsilon-exact-nodupe,140.5
0.7,0.3,99,random,144.36666666666667
0.7,0.3,99,coupcoll-nodupe,141.86666666666667
0.7,0.3,99,ratiocoll-nodupe,140.16666666666666
0.7,0.3,99,epsilon-exact-nodupe,141.06666666666666
0.7,0.3,100,random,144.43333333333334
0.7,0.3,100,coupcoll-nodupe,144.76666666666668
0.7,0.3,100,ratiocoll-nodupe,143.36666666666667
0.7,0.3,100,epsilon-exact-nodupe,142.83333333333334
0.7,0.5,0,random,247.96666666666667
0.7,0.5,0,coupcoll-nodupe,201.36666666666667
0.7,0.5,0,ratiocoll-nodupe,201.3
0.7,0.5,0,epsilon-exact-nodupe,216.4
0.7,0.5,1,random,241.63333333333333
0.7,0.5,1,coupcoll-nodupe,196.23333333333332
0.7,0.5,1,ratiocoll-nodupe,194.96666666666667
0.7,0.5,1,epsilon-exact-nodupe,213.26666666666668
0.7,0.5,2,random,244.23333333333332
0.7,0.5,2,coupcoll-nodupe,196.86666666666667
0.7,0.5,2,ratiocoll-nodupe,198.93333333333334
0.7,0.5,2,epsilon-exact-nodupe,212.7
0.7,0.5,3,random,239.8
0.7,0.5,3,coupcoll-nodupe,195.4
0.7,0.5,3,ratiocoll-nodupe,197.76666666666668
0.7,0.5,3,epsilon-exact-nodupe,212.6
0.7,0.5,4,random,243.33333333333334
0.7,0.5,4,coupcoll-nodupe,189.3
0.7,0.5,4,ratiocoll-nodupe,191.53333333333333
0.7,0.5,4,epsilon-exact-nodupe,208.8
0.7,0.5,5,random,239.6
0.7,0.5,5,coupcoll-nodupe,186.4
0.7,0.5,5,ratiocoll-nodupe,191.8
0.7,0.5,5,epsilon-exact-nodupe,207.23333333333332
0.7,0.5,6,random,234.5
0.7,0.5,6,coupcoll-nodupe,184.56666666666666
0.7,0.5,6,ratiocoll-nodupe,185.3
0.7,0.5,6,epsilon-exact-nodupe,204.76666666666668
0.7,0.5,7,random,238.4
0.7,0.5,7,coupcoll-nodupe,186.13333333333333
0.7,0.5,7,ratiocoll-nodupe,183.66666666666666
0.7,0.5,7,epsilon-exact-nodupe,200.4
0.7,0.5,8,random,227.33333333333334
0.7,0.5,8,coupcoll-nodupe,180.56666666666666
0.7,0.5,8,ratiocoll-nodupe,189.6
0.7,0.5,8,epsilon-exact-nodupe,198.46666666666667
0.7,0.5,9,random,231.26666666666668
0.7,0.5,9,coupcoll-nodupe,178.43333333333334
0.7,0.5,9,ratiocoll-nodupe,186.1
0.7,0.5,9,epsilon-exact-nodupe,194.7
0.7,0.5,10,random,228.26666666666668
0.7,0.5,10,coupcoll-nodupe,176.7
0.7,0.5,10,ratiocoll-nodupe,179.16666666666666
0.7,0.5,10,epsilon-exact-nodupe,192.43333333333334
0.7,0.5,11,random,230.5
0.7,0.5,11,coupcoll-nodupe,177.83333333333334
0.7,0.5,11,ratiocoll-nodupe,176.03333333333333
0.7,0.5,11,epsilon-exact-nodupe,192.5
0.7,0.5,12,random,223.16666666666666
0.7,0.5,12,coupcoll-nodupe,176.0
0.7,0.5,12,ratiocoll-nodupe,179.33333333333334
0.7,0.5,12,epsilon-exact-nodupe,192.23333333333332
0.7,0.5,13,random,216.76666666666668
0.7,0.5,13,coupcoll-nodupe,171.03333333333333
0.7,0.5,13,ratiocoll-nodupe,173.83333333333334
0.7,0.5,13,epsilon-exact-nodupe,186.2
0.7,0.5,14,random,216.36666666666667
0.7,0.5,14,coupcoll-nodupe,175.2
0.7,0.5,14,ratiocoll-nodupe,173.5
0.7,0.5,14,epsilon-exact-nodupe,188.3
0.7,0.5,15,random,211.76666666666668
0.7,0.5,15,coupcoll-nodupe,170.5
0.7,0.5,15,ratiocoll-nodupe,167.36666666666667
0.7,0.5,15,epsilon-exact-nodupe,182.16666666666666
0.7,0.5,16,random,212.53333333333333
0.7,0.5,16,coupcoll-nodupe,172.0
0.7,0.5,16,ratiocoll-nodupe,163.43333333333334
0.7,0.5,16,epsilon-exact-nodupe,181.96666666666667
0.7,0.5,17,random,211.1
0.7,0.5,17,coupcoll-nodupe,167.46666666666667
0.7,0.5,17,ratiocoll-nodupe,168.03333333333333
0.7,0.5,17,epsilon-exact-nodupe,180.33333333333334
0.7,0.5,18,random,204.03333333333333
0.7,0.5,18,coupcoll-nodupe,163.83333333333334
0.7,0.5,18,ratiocoll-nodupe,162.1
0.7,0.5,18,epsilon-exact-nodupe,179.33333333333334
0.7,0.5,19,random,203.23333333333332
0.7,0.5,19,coupcoll-nodupe,164.36666666666667
0.7,0.5,19,ratiocoll-nodupe,159.56666666666666
0.7,0.5,19,epsilon-exact-nodupe,176.33333333333334
0.7,0.5,20,random,197.5
0.7,0.5,20,coupcoll-nodupe,157.43333333333334
0.7,0.5,20,ratiocoll-nodupe,159.86666666666667
0.7,0.5,20,epsilon-exact-nodupe,174.56666666666666
0.7,0.5,21,random,197.5
0.7,0.5,21,coupcoll-nodupe,155.06666666666666
0.7,0.5,21,ratiocoll-nodupe,159.26666666666668
0.7,0.5,21,epsilon-exact-nodupe,175.93333333333334
0.7,0.5,22,random,193.9
0.7,0.5,22,coupcoll-nodupe,154.96666666666667
0.7,0.5,22,ratiocoll-nodupe,159.7
0.7,0.5,22,epsilon-exact-nodupe,174.86666666666667
0.7,0.5,23,random,192.5
0.7,0.5,23,coupcoll-nodupe,150.26666666666668
0.7,0.5,23,ratiocoll-nodupe,151.76666666666668
0.7,0.5,23,epsilon-exact-nodupe,170.5
0.7,0.5,24,random,188.26666666666668
0.7,0.5,24,coupcoll-nodupe,154.46666666666667
0.7,0.5,24,ratiocoll-nodupe,149.53333333333333
0.7,0.5,24,epsilon-exact-nodupe,168.66666666666666
0.7,0.5,25,random,188.7
0.7,0.5,25,coupcoll-nodupe,146.36666666666667
0.7,0.5,25,ratiocoll-nodupe,151.23333333333332
0.7,0.5,25,epsilon-exact-nodupe,166.96666666666667
0.7,0.5,26,random,188.3
0.7,0.5,26,coupcoll-nodupe,148.73333333333332
0.7,0.5,26,ratiocoll-nodupe,148.3
0.7,0.5,26,epsilon-exact-nodupe,162.83333333333334
0.7,0.5,27,random,181.76666666666668
0.7,0.5,27,coupcoll-nodupe,147.03333333333333
0.7,0.5,27,ratiocoll-nodupe,147.26666666666668
0.7,0.5,27,epsilon-exact-nodupe,156.63333333333333
0.7,0.5,28,random,178.56666666666666
0.7,0.5,28,coupcoll-nodupe,146.6
0.7,0.5,28,ratiocoll-nodupe,143.53333333333333
0.7,0.5,28,epsilon-exact-nodupe,155.53333333333333
0.7,0.5,29,random,183.83333333333334
0.7,0.5,29,coupcoll-nodupe,141.36666666666667
0.7,0.5,29,ratiocoll-nodupe,139.4
0.7,0.5,29,epsilon-exact-nodupe,154.26666666666668
0.7,0.5,30,random,175.83333333333334
0.7,0.5,30,coupcoll-nodupe,138.26666666666668
0.7,0.5,30,ratiocoll-nodupe,138.36666666666667
0.7,0.5,30,epsilon-exact-nodupe,149.96666666666667
0.7,0.5,31,random,169.8
0.7,0.5,31,coupcoll-nodupe,139.3
0.7,0.5,31,ratiocoll-nodupe,136.93333333333334
0.7,0.5,31,epsilon-exact-nodupe,152.9
0.7,0.5,32,random,171.06666666666666
0.7,0.5,32,coupcoll-nodupe,136.3
0.7,0.5,32,ratiocoll-nodupe,137.7
0.7,0.5,32,epsilon-exact-nodupe,149.5
0.7,0.5,33,random,166.56666666666666
0.7,0.5,33,coupcoll-nodupe,136.53333333333333
0.7,0.5,33,ratiocoll-nodupe,134.3
0.7,0.5,33,epsilon-exact-nodupe,150.36666666666667
0.7,0.5,34,random,166.66666666666666
0.7,0.5,34,coupcoll-nodupe,130.53333333333333
0.7,0.5,34,ratiocoll-nodupe,129.8
0.7,0.5,34,epsilon-exact-nodupe,147.66666666666666
0.7,0.5,35,random,163.2
0.7,0.5,35,coupcoll-nodupe,132.9
0.7,0.5,35,ratiocoll-nodupe,131.23333333333332
0.7,0.5,35,epsilon-exact-nodupe,138.43333333333334
0.7,0.5,36,random,161.13333333333333
0.7,0.5,36,coupcoll-nodupe,133.53333333333333
0.7,0.5,36,ratiocoll-nodupe,132.5
0.7,0.5,36,epsilon-exact-nodupe,142.26666666666668
0.7,0.5,37,random,152.9
0.7,0.5,37,coupcoll-nodupe,124.5
0.7,0.5,37,ratiocoll-nodupe,126.3
0.7,0.5,37,epsilon-exact-nodupe,136.1
0.7,0.5,38,random,155.76666666666668
0.7,0.5,38,coupcoll-nodupe,122.13333333333334
0.7,0.5,38,ratiocoll-nodupe,124.83333333333333
0.7,0.5,38,epsilon-exact-nodupe,139.0
0.7,0.5,39,random,154.66666666666666
0.7,0.5,39,coupcoll-nodupe,122.33333333333333
0.7,0.5,39,ratiocoll-nodupe,121.8
0.7,0.5,39,epsilon-exact-nodupe,130.46666666666667
0.7,0.5,40,random,148.23333333333332
0.7,0.5,40,coupcoll-nodupe,121.1
0.7,0.5,40,ratiocoll-nodupe,118.96666666666667
0.7,0.5,40,epsilon-exact-nodupe,132.76666666666668
0.7,0.5,41,random,148.16666666666666
0.7,0.5,41,coupcoll-nodupe,116.36666666666666
0.7,0.5,41,ratiocoll-nodupe,117.76666666666667
0.7,0.5,41,epsilon-exact-nodupe,132.9
0.7,0.5,42,random,145.33333333333334
0.7,0.5,42,coupcoll-nodupe,115.3
0.7,0.5,42,ratiocoll-nodupe,118.23333333333333
0.7,0.5,42,epsilon-exact-nodupe,127.2
0.7,0.5,43,random,143.66666666666666
0.7,0.5,43,coupcoll-nodupe,111.63333333333334
0.7,0.5,43,ratiocoll-nodupe,117.33333333333333
0.7,0.5,43,epsilon-exact-nodupe,125.36666666666666
0.7,0.5,44,random,137.6
0.7,0.5,44,coupcoll-nodupe,111.8
0.7,0.5,44,ratiocoll-nodupe,113.36666666666666
0.7,0.5,44,epsilon-exact-nodupe,122.66666666666667
0.7,0.5,45,random,138.56666666666666
0.7,0.5,45,coupcoll-nodupe,109.96666666666667
0.7,0.5,45,ratiocoll-nodupe,110.33333333333333
0.7,0.5,45,epsilon-exact-nodupe,121.23333333333333
0.7,0.5,46,random,133.03333333333333
0.7,0.5,46,coupcoll-nodupe,108.73333333333333
0.7,0.5,46,ratiocoll-nodupe,110.1
0.7,0.5,46,epsilon-exact-nodupe,118.23333333333333
0.7,0.5,47,random,128.26666666666668
0.7,0.5,47,coupcoll-nodupe,106.73333333333333
0.7,0.5,47,ratiocoll-nodupe,107.93333333333334
0.7,0.5,47,epsilon-exact-nodupe,116.0
0.7,0.5,48,random,131.93333333333334
0.7,0.5,48,coupcoll-nodupe,107.2
0.7,0.5,48,ratiocoll-nodupe,104.76666666666667
0.7,0.5,48,epsilon-exact-nodupe,117.43333333333334
0.7,0.5,49,random,128.36666666666667
0.7,0.5,49,coupcoll-nodupe,107.8
0.7,0.5,49,ratiocoll-nodupe,106.93333333333334
0.7,0.5,49,epsilon-exact-nodupe,113.7
0.7,0.5,50,random,125.76666666666667
0.7,0.5,50,coupcoll-nodupe,106.8
0.7,0.5,50,ratiocoll-nodupe,105.03333333333333
0.7,0.5,50,epsilon-exact-nodupe,113.36666666666666
0.7,0.5,51,random,124.3
0.7,0.5,51,coupcoll-nodupe,106.73333333333333
0.7,0.5,51,ratiocoll-nodupe,105.16666666666667
0.7,0.5,51,epsilon-exact-nodupe,110.43333333333334
0.7,0.5,52,random,121.93333333333334
0.7,0.5,52,coupcoll-nodupe,106.7
0.7,0.5,52,ratiocoll-nodupe,102.53333333333333
0.7,0.5,52,epsilon-exact-nodupe,106.86666666666666
0.7,0.5,53,random,119.1
0.7,0.5,53,coupcoll-nodupe,103.93333333333334
0.7,0.5,53,ratiocoll-nodupe,102.73333333333333
0.7,0.5,53,epsilon-exact-nodupe,108.46666666666667
0.7,0.5,54,random,115.7
0.7,0.5,54,coupcoll-nodupe,104.33333333333333
0.7,0.5,54,ratiocoll-nodupe,102.5
0.7,0.5,54,epsilon-exact-nodupe,105.73333333333333
0.7,0.5,55,random,111.8
0.7,0.5,55,coupcoll-nodupe,105.86666666666666
0.7,0.5,55,ratiocoll-nodupe,103.06666666666666
0.7,0.5,55,epsilon-exact-nodupe,104.36666666666666
0.7,0.5,56,random,109.26666666666667
0.7,0.5,56,coupcoll-nodupe,105.8
0.7,0.5,56,ratiocoll-nodupe,101.3
0.7,0.5,56,epsilon-exact-nodupe,108.13333333333334
0.7,0.5,57,random,112.83333333333333
0.7,0.5,57,coupcoll-nodupe,107.1
0.7,0.5,57,ratiocoll-nodupe,102.33333333333333
0.7,0.5,57,epsilon-exact-nodupe,105.56666666666666
0.7,0.5,58,random,111.03333333333333
0.7,0.5,58,coupcoll-nodupe,107.03333333333333
0.7,0.5,58,ratiocoll-nodupe,101.5
0.7,0.5,58,epsilon-exact-nodupe,104.23333333333333
0.7,0.5,59,random,109.3
0.7,0.5,59,coupcoll-nodupe,109.1
0.7,0.5,59,ratiocoll-nodupe,102.2
0.7,0.5,59,epsilon-exact-nodupe,103.3
0.7,0.5,60,random,106.66666666666667
0.7,0.5,60,coupcoll-nodupe,108.7
0.7,0.5,60,ratiocoll-nodupe,102.56666666666666
0.7,0.5,60,epsilon-exact-nodupe,103.1
0.7,0.5,61,random,108.53333333333333
0.7,0.5,61,coupcoll-nodupe,111.03333333333333
0.7,0.5,61,ratiocoll-nodupe,101.83333333333333
0.7,0.5,61,epsilon-exact-nodupe,103.9
0.7,0.5,62,random,106.63333333333334
0.7,0.5,62,coupcoll-nodupe,110.46666666666667
0.7,0.5,62,ratiocoll-nodupe,102.03333333333333
0.7,0.5,62,epsilon-exact-nodupe,103.93333333333334
0.7,0.5,63,random,109.16666666666667
0.7,0.5,63,coupcoll-nodupe,111.43333333333334
0.7,0.5,63,ratiocoll-nodupe,102.86666666666666
0.7,0.5,63,epsilon-exact-nodupe,103.16666666666667
0.7,0.5,64,random,108.4
0.7,0.5,64,coupcoll-nodupe,110.43333333333334
0.7,0.5,64,ratiocoll-nodupe,102.43333333333334
0.7,0.5,64,epsilon-exact-nodupe,103.83333333333333
0.7,0.5,65,random,109.13333333333334
0.7,0.5,65,coupcoll-nodupe,113.46666666666667
0.7,0.5,65,ratiocoll-nodupe,102.93333333333334
0.7,0.5,65,epsilon-exact-nodupe,104.0
0.7,0.5,66,random,109.53333333333333
0.7,0.5,66,coupcoll-nodupe,112.9
0.7,0.5,66,ratiocoll-nodupe,101.86666666666666
0.7,0.5,66,epsilon-exact-nodupe,107.1
0.7,0.5,67,random,112.2
0.7,0.5,67,coupcoll-nodupe,113.76666666666667
0.7,0.5,67,ratiocoll-nodupe,102.43333333333334
0.7,0.5,67,epsilon-exact-nodupe,106.53333333333333
0.7,0.5,68,random,114.8
0.7,0.5,68,coupcoll-nodupe,115.36666666666666
0.7,0.5,68,ratiocoll-nodupe,102.23333333333333
0.7,0.5,68,epsilon-exact-nodupe,105.9
0.7,0.5,69,random,114.43333333333334
0.7,0.5,69,coupcoll-nodupe,114.63333333333334
0.7,0.5,69,ratiocoll-nodupe,103.33333333333333
0.7,0.5,69,epsilon-exact-nodupe,107.93333333333334
0.7,0.5,70,random,115.06666666666666
0.7,0.5,70,coupcoll-nodupe,118.03333333333333
0.7,0.5,70,ratiocoll-nodupe,102.93333333333334
0.7,0.5,70,epsilon-exact-nodupe,107.0
0.7,0.5,71,random,120.63333333333334
0.7,0.5,71,coupcoll-nodupe,118.63333333333334
0.7,0.5,71,ratiocoll-nodupe,103.8
0.7,0.5,71,epsilon-exact-nodupe,109.6
0.7,0.5,72,random,121.46666666666667
0.7,0.5,72,coupcoll-nodupe,118.63333333333334
0.7,0.5,72,ratiocoll-nodupe,104.66666666666667
0.7,0.5,72,epsilon-exact-nodupe,110.76666666666667
0.7,0.5,73,random,119.7
0.7,0.5,73,coupcoll-nodupe,120.46666666666667
0.7,0.5,73,ratiocoll-nodupe,104.8
0.7,0.5,73,epsilon-exact-nodupe,112.2
0.7,0.5,74,random,121.23333333333333
0.7,0.5,74,coupcoll-nodupe,118.86666666666666
0.7,0.5,74,ratiocoll-nodupe,105.06666666666666
0.7,0.5,74,epsilon-exact-nodupe,111.96666666666667
0.7,0.5,75,random,123.23333333333333
0.7,0.5,75,coupcoll-nodupe,123.2
0.7,0.5,75,ratiocoll-nodupe,106.9
0.7,0.5,75,epsilon-exact-nodupe,114.0
0.7,0.5,76,random,128.6
0.7,0.5,76,coupcoll-nodupe,122.73333333333333
0.7,0.5,76,ratiocoll-nodupe,107.73333333333333
0.7,0.5,76,epsilon-exact-nodupe,115.2
0.7,0.5,77,random,128.23333333333332
0.7,0.5,77,coupcoll-nodupe,124.13333333333334
0.7,0.5,77,ratiocoll-nodupe,110.46666666666667
0.7,0.5,77,epsilon-exact-nodupe,116.23333333333333
0.7,0.5,78,random,132.33333333333334
0.7,0.5,78,coupcoll-nodupe,124.76666666666667
0.7,0.5,78,ratiocoll-nodupe,110.66666666666667
0.7,0.5,78,epsilon-exact-nodupe,119.76666666666667
0.7,0.5,79,random,130.43333333333334
0.7,0.5,79,coupcoll-nodupe,122.73333333333333
0.7,0.5,79,ratiocoll-nodupe,114.03333333333333
0.7,0.5,79,epsilon-exact-nodupe,122.43333333333334
0.7,0.5,80,random,132.83333333333334
0.7,0.5,80,coupcoll-nodupe,126.06666666666666
0.7,0.5,80,ratiocoll-nodupe,113.76666666666667
0.7,0.5,80,epsilon-exact-nodupe,124.4
0.7,0.5,81,random,134.33333333333334
0.7,0.5,81,coupcoll-nodupe,125.8
0.7,0.5,81,ratiocoll-nodupe,118.06666666666666
0.7,0.5,81,epsilon-exact-nodupe,122.4
0.7,0.5,82,random,136.86666666666667
0.7,0.5,82,coupcoll-nodupe,127.7
0.7,0.5,82,ratiocoll-nodupe,116.96666666666667
0.7,0.5,82,epsilon-exact-nodupe,124.66666666666667
0.7,0.5,83,random,138.2
0.7,0.5,83,coupcoll-nodupe,127.3
0.7,0.5,83,ratiocoll-nodupe,119.63333333333334
0.7,0.5,83,epsilon-exact-nodupe,129.73333333333332
0.7,0.5,84,random,139.46666666666667
0.7,0.5,84,coupcoll-nodupe,128.6
0.7,0.5,84,ratiocoll-nodupe,116.96666666666667
0.7,0.5,84,epsilon-exact-nodupe,126.93333333333334
0.7,0.5,85,random,140.23333333333332
0.7,0.5,85,coupcoll-nodupe,129.9
0.7,0.5,85,ratiocoll-nodupe,117.63333333333334
0.7,0.5,85,epsilon-exact-nodupe,129.66666666666666
0.7,0.5,86,random,144.56666666666666
0.7,0.5,86,coupcoll-nodupe,131.56666666666666
0.7,0.5,86,ratiocoll-nodupe,123.3
0.7,0.5,86,epsilon-exact-nodupe,131.3
0.7,0.5,87,random,143.43333333333334
0.7,0.5,87,coupcoll-nodupe,131.56666666666666
0.7,0.5,87,ratiocoll-nodupe,122.56666666666666
0.7,0.5,87,epsilon-exact-nodupe,132.76666666666668
0.7,0.5,88,random,145.9
0.7,0.5,88,coupcoll-nodupe,132.36666666666667
0.7,0.5,88,ratiocoll-nodupe,127.03333333333333
0.7,0.5,88,epsilon-exact-nodupe,134.0
0.7,0.5,89,random,147.33333333333334
0.7,0.5,89,coupcoll-nodupe,133.76666666666668
0.7,0.5,89,ratiocoll-nodupe,126.7
0.7,0.5,89,epsilon-exact-nodupe,134.63333333333333
0.7,0.5,90,random,152.43333333333334
0.7,0.5,90,coupcoll-nodupe,135.4
0.7,0.5,90,ratiocoll-nodupe,128.2
0.7,0.5,90,epsilon-exact-nodupe,137.63333333333333
0.7,0.5,91,random,150.9
0.7,0.5,91,coupcoll-nodupe,135.43333333333334
0.7,0.5,91,ratiocoll-nodupe,129.53333333333333
0.7,0.5,91,epsilon-exact-nodupe,138.43333333333334
0.7,0.5,92,random,154.23333333333332
0.7,0.5,92,coupcoll-nodupe,136.36666666666667
0.7,0.5,92,ratiocoll-nodupe,131.2
0.7,0.5,92,epsilon-exact-nodupe,138.8
0.7,0.5,93,random,153.96666666666667
0.7,0.5,93,coupcoll-nodupe,136.93333333333334
0.7,0.5,93,ratiocoll-nodupe,130.03333333333333
0.7,0.5,93,epsilon-exact-nodupe,141.76666666666668
0.7,0.5,94,random,160.06666666666666
0.7,0.5,94,coupcoll-nodupe,136.93333333333334
0.7,0.5,94,ratiocoll-nodupe,137.3
0.7,0.5,94,epsilon-exact-nodupe,140.83333333333334
0.7,0.5,95,random,157.86666666666667
0.7,0.5,95,coupcoll-nodupe,140.53333333333333
0.7,0.5,95,ratiocoll-nodupe,136.1
0.7,0.5,95,epsilon-exact-nodupe,146.9
0.7,0.5,96,random,161.53333333333333
0.7,0.5,96,coupcoll-nodupe,137.43333333333334
0.7,0.5,96,ratiocoll-nodupe,137.8
0.7,0.5,96,epsilon-exact-nodupe,146.76666666666668
0.7,0.5,97,random,162.33333333333334
0.7,0.5,97,coupcoll-nodupe,140.46666666666667
0.7,0.5,97,ratiocoll-nodupe,138.73333333333332
0.7,0.5,97,epsilon-exact-nodupe,148.9
0.7,0.5,98,random,163.23333333333332
0.7,0.5,98,coupcoll-nodupe,141.56666666666666
0.7,0.5,98,ratiocoll-nodupe,138.96666666666667
0.7,0.5,98,epsilon-exact-nodupe,148.1
0.7,0.5,99,random,164.4
0.7,0.5,99,coupcoll-nodupe,140.7
0.7,0.5,99,ratiocoll-nodupe,140.63333333333333
0.7,0.5,99,epsilon-exact-nodupe,150.4
0.7,0.5,100,random,167.66666666666666
0.7,0.5,100,coupcoll-nodupe,143.73333333333332
0.7,0.5,100,ratiocoll-nodupe,141.4
0.7,0.5,100,epsilon-exact-nodupe,153.23333333333332
0.7,0.7,0,random,203.8
0.7,0.7,0,coupcoll-nodupe,142.43333333333334
0.7,0.7,0,ratiocoll-nodupe,144.3
0.7,0.7,0,epsilon-exact-nodupe,165.86666666666667
0.7,0.7,1,random,198.0
0.7,0.7,1,coupcoll-nodupe,142.33333333333334
0.7,0.7,1,ratiocoll-nodupe,143.9
0.7,0.7,1,epsilon-exact-nodupe,163.7
0.7,0.7,2,random,195.16666666666666
0.7,0.7,2,coupcoll-nodupe,142.23333333333332
0.7,0.7,2,ratiocoll-nodupe,137.33333333333334
0.7,0.7,2,epsilon-exact-nodupe,161.03333333333333
0.7,0.7,3,random,193.33333333333334
0.7,0.7,3,coupcoll-nodupe,141.43333333333334
0.7,0.7,3,ratiocoll-nodupe,138.93333333333334
0.7,0.7,3,epsilon-exact-nodupe,156.83333333333334
0.7,0.7,4,random,192.36666666666667
0.7,0.7,4,coupcoll-nodupe,141.63333333333333
0.7,0.7,4,ratiocoll-nodupe,134.76666666666668
0.7,0.7,4,epsilon-exact-nodupe,156.66666666666666
0.7,0.7,5,random,193.1
0.7,0.7,5,coupcoll-nodupe,138.66666666666666
0.7,0.7,5,ratiocoll-nodupe,135.8
0.7,0.7,5,epsilon-exact-nodupe,155.16666666666666
0.7,0.7,6,random,188.03333333333333
0.7,0.7,6,coupcoll-nodupe,135.03333333333333
0.7,0.7,6,ratiocoll-nodupe,135.3
0.7,0.7,6,epsilon-exact-nodupe,152.46666666666667
0.7,0.7,7,random,182.43333333333334
0.7,0.7,7,coupcoll-nodupe,137.46666666666667
0.7,0.7,7,ratiocoll-nodupe,132.43333333333334
0.7,0.7,7,epsilon-exact-nodupe,150.3
0.7,0.7,8,random,187.66666666666666
0.7,0.7,8,coupcoll-nodupe,135.53333333333333
0.7,0.7,8,ratiocoll-nodupe,129.63333333333333
0.7,0.7,8,epsilon-exact-nodupe,150.83333333333334
0.7,0.7,9,random,179.36666666666667
0.7,0.7,9,coupcoll-nodupe,134.66666666666666
0.7,0.7,9,ratiocoll-nodupe,130.06666666666666
0.7,0.7,9,epsilon-exact-nodupe,148.93333333333334
0.7,0.7,10,random,179.3
0.7,0.7,10,coupcoll-nodupe,133.36666666666667
0.7,0.7,10,ratiocoll-nodupe,127.5
0.7,0.7,10,epsilon-exact-nodupe,147.86666666666667
0.7,0.7,11,random,176.66666666666666
0.7,0.7,11,coupcoll-nodupe,134.36666666666667
0.7,0.7,11,ratiocoll-nodupe,128.5
0.7,0.7,11,epsilon-exact-nodupe,147.63333333333333
0.7,0.7,12,random,176.1
0.7,0.7,12,coupcoll-nodupe,134.03333333333333
0.7,0.7,12,ratiocoll-nodupe,124.1
0.7,0.7,12,epsilon-exact-nodupe,145.36666666666667
0.7,0.7,13,random,171.3
0.7,0.7,13,coupcoll-nodupe,133.5
0.7,0.7,13,ratiocoll-nodupe,125.63333333333334
0.7,0.7,13,epsilon-exact-nodupe,143.93333333333334
0.7,0.7,14,random,168.76666666666668
0.7,0.7,14,coupcoll-nodupe,133.86666666666667
0.7,0.7,14,ratiocoll-nodupe,122.96666666666667
0.7,0.7,14,epsilon-exact-nodupe,138.53333333333333
0.7,0.7,15,random,169.06666666666666
0.7,0.7,15,coupcoll-nodupe,130.13333333333333
0.7,0.7,15,ratiocoll-nodupe,120.9
0.7,0.7,15,epsilon-exact-nodupe,137.6
0.7,0.7,16,random,169.53333333333333
0.7,0.7,16,coupcoll-nodupe,127.3
0.7,0.7,16,ratiocoll-nodupe,120.13333333333334
0.7,0.7,16,epsilon-exact-nodupe,138.7
0.7,0.7,17,random,165.6
0.7,0.7,17,coupcoll-nodupe,127.43333333333334
0.7,0.7,17,ratiocoll-nodupe,117.33333333333333
0.7,0.7,17,epsilon-exact-nodupe,136.6
0.7,0.7,18,random,166.8
0.7,0.7,18,coupcoll-nodupe,127.3
0.7,0.7,18,ratiocoll-nodupe,117.93333333333334
0.7,0.7,18,epsilon-exact-nodupe,137.1
