p1,p2,g1_ratio,policy,avg_cost
0.5,0.5,58,epsilon-exact-nodupe,114.43333333333334
0.5,0.5,59,random,119.2
0.5,0.5,59,coupcoll-nodupe,120.06666666666666
0.5,0.5,59,ratiocoll-nodupe,122.03333333333333
0.5,0.5,59,epsilon-exact-nodupe,120.13333333333334
0.5,0.5,60,random,121.93333333333334
0.5,0.5,60,coupcoll-nodupe,115.83333333333333
0.5,0.5,60,ratiocoll-nodupe,117.83333333333333
0.5,0.5,60,epsilon-exact-nodupe,123.63333333333334
0.5,0.5,61,random,126.0
0.5,0.5,61,coupcoll-nodupe,120.26666666666667
0.5,0.5,61,ratiocoll-nodupe,125.6
0.5,0.5,61,epsilon-exact-nodupe,121.03333333333333
0.5,0.5,62,random,124.2
0.5,0.5,62,coupcoll-nodupe,128.43333333333334
0.5,0.5,62,ratiocoll-nodupe,122.9
0.5,0.5,62,epsilon-exact-nodupe,122.26666666666667
0.5,0.5,63,random,125.06666666666666
0.5,0.5,63,coupcoll-nodupe,127.16666666666667
0.5,0.5,63,ratiocoll-nodupe,125.73333333333333
0.5,0.5,63,epsilon-exact-nodupe,122.86666666666666
0.5,0.5,64,random,126.63333333333334
0.5,0.5,64,coupcoll-nodupe,128.0
0.5,0.5,64,ratiocoll-nodupe,127.23333333333333
0.5,0.5,64,epsilon-exact-nodupe,128.3
0.5,0.5,65,random,129.73333333333332
0.5,0.5,65,coupcoll-nodupe,133.26666666666668
0.5,0.5,65,ratiocoll-nodupe,130.53333333333333
0.5,0.5,65,epsilon-exact-nodupe,126.16666666666667
0.5,0.5,66,random,132.76666666666668
0.5,0.5,66,coupcoll-nodupe,132.6
0.5,0.5,66,ratiocoll-nodupe,134.43333333333334
0.5,0.5,66,epsilon-exact-nodupe,132.0
0.5,0.5,67,random,135.06666666666666
0.5,0.5,67,coupcoll-nodupe,135.93333333333334
0.5,0.5,67,ratiocoll-nodupe,134.53333333333333
0.5,0.5,67,epsilon-exact-nodupe,129.83333333333334
0.5,0.5,68,random,135.6
0.5,0.5,68,coupcoll-nodupe,136.13333333333333
0.5,0.5,68,ratiocoll-nodupe,134.0
0.5,0.5,68,epsilon-exact-nodupe,136.96666666666667
0.5,0.5,69,random,138.93333333333334
0.5,0.5,69,coupcoll-nodupe,137.36666666666667
0.5,0.5,69,ratiocoll-nodupe,140.43333333333334
0.5,0.5,69,epsilon-exact-nodupe,141.66666666666666
0.5,0.5,70,random,139.9
0.5,0.5,70,coupcoll-nodupe,139.96666666666667
0.5,0.5,70,ratiocoll-nodupe,138.1
0.5,0.5,70,epsilon-exact-nodupe,144.06666666666666
0.5,0.5,71,random,143.46666666666667
0.5,0.5,71,coupcoll-nodupe,143.06666666666666
0.5,0.5,71,ratiocoll-nodupe,139.83333333333334
0.5,0.5,71,epsilon-exact-nodupe,140.23333333333332
0.5,0.5,72,random,142.46666666666667
0.5,0.5,72,coupcoll-nodupe,147.06666666666666
0.5,0.5,72,ratiocoll-nodupe,142.23333333333332
0.5,0.5,72,epsilon-exact-nodupe,147.1
0.5,0.5,73,random,149.36666666666667
0.5,0.5,73,coupcoll-nodupe,146.8
0.5,0.5,73,ratiocoll-nodupe,149.0
0.5,0.5,73,epsilon-exact-nodupe,145.16666666666666
0.5,0.5,74,random,149.66666666666666
0.5,0.5,74,coupcoll-nodupe,150.0
0.5,0.5,74,ratiocoll-nodupe,148.1
0.5,0.5,74,epsilon-exact-nodupe,147.26666666666668
0.5,0.5,75,random,149.46666666666667
0.5,0.5,75,coupcoll-nodupe,152.6
0.5,0.5,75,ratiocoll-nodupe,149.5
0.5,0.5,75,epsilon-exact-nodupe,147.7
0.5,0.5,76,random,152.0
0.5,0.5,76,coupcoll-nodupe,151.43333333333334
0.5,0.5,76,ratiocoll-nodupe,150.43333333333334
0.5,0.5,76,epsilon-exact-nodupe,150.7
0.5,0.5,77,random,152.16666666666666
0.5,0.5,77,coupcoll-nodupe,154.06666666666666
0.5,0.5,77,ratiocoll-nodupe,156.23333333333332
0.5,0.5,77,epsilon-exact-nodupe,152.66666666666666
0.5,0.5,78,random,153.1
0.5,0.5,78,coupcoll-nodupe,153.86666666666667
0.5,0.5,78,ratiocoll-nodupe,153.36666666666667
0.5,0.5,78,epsilon-exact-nodupe,151.56666666666666
0.5,0.5,79,random,159.7
0.5,0.5,79,coupcoll-nodupe,159.56666666666666
0.5,0.5,79,ratiocoll-nodupe,157.43333333333334
0.5,0.5,79,epsilon-exact-nodupe,154.9
0.5,0.5,80,random,158.66666666666666
0.5,0.5,80,coupcoll-nodupe,160.6
0.5,0.5,80,ratiocoll-nodupe,163.36666666666667
0.5,0.5,80,epsilon-exact-nodupe,158.06666666666666
0.5,0.5,81,random,159.76666666666668
0.5,0.5,81,coupcoll-nodupe,160.6
0.5,0.5,81,ratiocoll-nodupe,160.96666666666667
0.5,0.5,81,epsilon-exact-nodupe,158.7
0.5,0.5,82,random,164.43333333333334
0.5,0.5,82,coupcoll-nodupe,165.53333333333333
0.5,0.5,82,ratiocoll-nodupe,164.0
0.5,0.5,82,epsilon-exact-nodupe,163.23333333333332
0.5,0.5,83,random,166.13333333333333
0.5,0.5,83,coupcoll-nodupe,170.6
0.5,0.5,83,ratiocoll-nodupe,163.6
0.5,0.5,83,epsilon-exact-nodupe,165.7
0.5,0.5,84,random,165.56666666666666
0.5,0.5,84,coupcoll-nodupe,166.9
0.5,0.5,84,ratiocoll-nodupe,170.96666666666667
0.5,0.5,84,epsilon-exact-nodupe,163.5
0.5,0.5,85,random,168.8
0.5,0.5,85,coupcoll-nodupe,168.56666666666666
0.5,0.5,85,ratiocoll-nodupe,170.7
0.5,0.5,85,epsilon-exact-nodupe,166.63333333333333
0.5,0.5,86,random,170.96666666666667
0.5,0.5,86,coupcoll-nodupe,171.06666666666666
0.5,0.5,86,ratiocoll-nodupe,173.0
0.5,0.5,86,epsilon-exact-nodupe,170.3
0.5,0.5,87,random,174.16666666666666
0.5,0.5,87,coupcoll-nodupe,168.46666666666667
0.5,0.5,87,ratiocoll-nodupe,172.43333333333334
0.5,0.5,87,epsilon-exact-nodupe,173.43333333333334
0.5,0.5,88,random,175.53333333333333
0.5,0.5,88,coupcoll-nodupe,178.46666666666667
0.5,0.5,88,ratiocoll-nodupe,177.0
0.5,0.5,88,epsilon-exact-nodupe,171.4
0.5,0.5,89,random,181.7
0.5,0.5,89,coupcoll-nodupe,176.46666666666667
0.5,0.5,89,ratiocoll-nodupe,179.43333333333334
0.5,0.5,89,epsilon-exact-nodupe,173.56666666666666
0.5,0.5,90,random,179.03333333333333
0.5,0.5,90,coupcoll-nodupe,180.26666666666668
0.5,0.5,90,ratiocoll-nodupe,181.2
0.5,0.5,90,epsilon-exact-nodupe,181.76666666666668
0.5,0.5,91,random,184.1
0.5,0.5,91,coupcoll-nodupe,179.16666666666666
0.5,0.5,91,ratiocoll-nodupe,182.06666666666666
0.5,0.5,91,epsilon-exact-nodupe,179.33333333333334
0.5,0.5,92,random,181.13333333333333
0.5,0.5,92,coupcoll-nodupe,181.43333333333334
0.5,0.5,92,ratiocoll-nodupe,178.7
0.5,0.5,92,epsilon-exact-nodupe,185.4
0.5,0.5,93,random,189.8
0.5,0.5,93,coupcoll-nodupe,183.9
0.5,0.5,93,ratiocoll-nodupe,183.06666666666666
0.5,0.5,93,epsilon-exact-nodupe,185.9
0.5,0.5,94,random,187.0
0.5,0.5,94,coupcoll-nodupe,189.0
0.5,0.5,94,ratiocoll-nodupe,180.8
0.5,0.5,94,epsilon-exact-nodupe,186.93333333333334
0.5,0.5,95,random,184.9
0.5,0.5,95,coupcoll-nodupe,189.8
0.5,0.5,95,ratiocoll-nodupe,190.3
0.5,0.5,95,epsilon-exact-nodupe,189.9
0.5,0.5,96,random,189.96666666666667
0.5,0.5,96,coupcoll-nodupe,193.43333333333334
0.5,0.5,96,ratiocoll-nodupe,191.63333333333333
0.5,0.5,96,epsilon-exact-nodupe,189.36666666666667
0.5,0.5,97,random,192.96666666666667
0.5,0.5,97,coupcoll-nodupe,191.23333333333332
0.5,0.5,97,ratiocoll-nodupe,195.7
0.5,0.5,97,epsilon-exact-nodupe,190.83333333333334
0.5,0.5,98,random,193.3
0.5,0.5,98,coupcoll-nodupe,198.23333333333332
0.5,0.5,98,ratiocoll-nodupe,195.06666666666666
0.5,0.5,98,epsilon-exact-nodupe,197.86666666666667
0.5,0.5,99,random,197.9
0.5,0.5,99,coupcoll-nodupe,202.36666666666667
0.5,0.5,99,ratiocoll-nodupe,197.06666666666666
0.5,0.5,99,epsilon-exact-nodupe,197.96666666666667
0.5,0.5,100,random,199.1
0.5,0.5,100,coupcoll-nodupe,200.53333333333333
0.5,0.5,100,ratiocoll-nodupe,197.96666666666667
0.5,0.5,100,epsilon-exact-nodupe,200.7
0.5,0.7,0,random,166.3
0.5,0.7,0,coupcoll-nodupe,143.2
0.5,0.7,0,ratiocoll-nodupe,143.16666666666666
0.5,0.7,0,epsilon-exact-nodupe,147.76666666666668
0.5,0.7,1,random,163.73333333333332
0.5,0.7,1,coupcoll-nodupe,142.0
0.5,0.7,1,ratiocoll-nodupe,143.8
0.5,0.7,1,epsilon-exact-nodupe,146.33333333333334
0.5,0.7,2,random,163.53333333333333
0.5,0.7,2,coupcoll-nodupe,144.4
0.5,0.7,2,ratiocoll-nodupe,140.63333333333333
0.5,0.7,2,epsilon-exact-nodupe,147.26666666666668
0.5,0.7,3,random,162.16666666666666
0.5,0.7,3,coupcoll-nodupe,139.56666666666666
0.5,0.7,3,ratiocoll-nodupe,136.53333333333333
0.5,0.7,3,epsilon-exact-nodupe,147.56666666666666
0.5,0.7,4,random,160.43333333333334
0.5,0.7,4,coupcoll-nodupe,140.36666666666667
0.5,0.7,4,ratiocoll-nodupe,137.26666666666668
0.5,0.7,4,epsilon-exact-nodupe,147.86666666666667
0.5,0.7,5,random,160.2
0.5,0.7,5,coupcoll-nodupe,136.73333333333332
0.5,0.7,5,ratiocoll-nodupe,132.03333333333333
0.5,0.7,5,epsilon-exact-nodupe,142.9
0.5,0.7,6,random,158.8
0.5,0.7,6,coupcoll-nodupe,135.83333333333334
0.5,0.7,6,ratiocoll-nodupe,136.66666666666666
0.5,0.7,6,epsilon-exact-nodupe,143.53333333333333
0.5,0.7,7,random,155.63333333333333
0.5,0.7,7,coupcoll-nodupe,137.5
0.5,0.7,7,ratiocoll-nodupe,131.66666666666666
0.5,0.7,7,epsilon-exact-nodupe,142.9
0.5,0.7,8,random,155.33333333333334
0.5,0.7,8,coupcoll-nodupe,133.76666666666668
0.5,0.7,8,ratiocoll-nodupe,130.6
0.5,0.7,8,epsilon-exact-nodupe,136.9
0.5,0.7,9,random,152.33333333333334
0.5,0.7,9,coupcoll-nodupe,135.5
0.5,0.7,9,ratiocoll-nodupe,130.56666666666666
0.5,0.7,9,epsilon-exact-nodupe,139.26666666666668
0.5,0.7,10,random,148.76666666666668
0.5,0.7,10,coupcoll-nodupe,136.2
0.5,0.7,10,ratiocoll-nodupe,127.03333333333333
0.5,0.7,10,epsilon-exact-nodupe,137.0
0.5,0.7,11,random,149.53333333333333
0.5,0.7,11,coupcoll-nodupe,134.6
0.5,0.7,11,ratiocoll-nodupe,130.36666666666667
0.5,0.7,11,epsilon-exact-nodupe,132.83333333333334
0.5,0.7,12,random,144.73333333333332
0.5,0.7,12,coupcoll-nodupe,131.7
0.5,0.7,12,ratiocoll-nodupe,124.9
0.5,0.7,12,epsilon-exact-nodupe,131.96666666666667
0.5,0.7,13,random,144.73333333333332
0.5,0.7,13,coupcoll-nodupe,132.83333333333334
0.5,0.7,13,ratiocoll-nodupe,122.5
0.5,0.7,13,epsilon-exact-nodupe,132.1
0.5,0.7,14,random,142.46666666666667
0.5,0.7,14,coupcoll-nodupe,132.5
0.5,0.7,14,ratiocoll-nodupe,123.36666666666666
0.5,0.7,14,epsilon-exact-nodupe,132.33333333333334
0.5,0.7,15,random,143.63333333333333
0.5,0.7,15,coupcoll-nodupe,132.7
0.5,0.7,15,ratiocoll-nodupe,120.4
0.5,0.7,15,epsilon-exact-nodupe,129.0
0.5,0.7,16,random,139.93333333333334
0.5,0.7,16,coupcoll-nodupe,126.1
0.5,0.7,16,ratiocoll-nodupe,118.96666666666667
0.5,0.7,16,epsilon-exact-nodupe,129.3
0.5,0.7,17,random,137.86666666666667
0.5,0.7,17,coupcoll-nodupe,126.3
0.5,0.7,17,ratiocoll-nodupe,116.9
0.5,0.7,17,epsilon-exact-nodupe,127.1
0.5,0.7,18,random,136.66666666666666
0.5,0.7,18,coupcoll-nodupe,127.86666666666666
0.5,0.7,18,ratiocoll-nodupe,115.96666666666667
0.5,0.7,18,epsilon-exact-nodupe,126.5
0.5,0.7,19,random,133.5
0.5,0.7,19,coupcoll-nodupe,126.93333333333334
0.5,0.7,19,ratiocoll-nodupe,117.4
0.5,0.7,19,epsilon-exact-nodupe,123.53333333333333
0.5,0.7,20,random,131.83333333333334
0.5,0.7,20,coupcoll-nodupe,125.03333333333333
0.5,0.7,20,ratiocoll-nodupe,113.83333333333333
0.5,0.7,20,epsilon-exact-nodupe,123.26666666666667
0.5,0.7,21,random,131.43333333333334
0.5,0.7,21,coupcoll-nodupe,126.8
0.5,0.7,21,ratiocoll-nodupe,111.56666666666666
0.5,0.7,21,epsilon-exact-nodupe,117.73333333333333
0.5,0.7,22,random,126.56666666666666
0.5,0.7,22,coupcoll-nodupe,122.53333333333333
0.5,0.7,22,ratiocoll-nodupe,111.96666666666667
0.5,0.7,22,epsilon-exact-nodupe,118.33333333333333
0.5,0.7,23,random,130.26666666666668
0.5,0.7,23,coupcoll-nodupe,124.43333333333334
0.5,0.7,23,ratiocoll-nodupe,108.53333333333333
0.5,0.7,23,epsilon-exact-nodupe,118.5
0.5,0.7,24,random,125.13333333333334
0.5,0.7,24,coupcoll-nodupe,123.0
0.5,0.7,24,ratiocoll-nodupe,108.6
0.5,0.7,24,epsilon-exact-nodupe,115.0
0.5,0.7,25,random,125.76666666666667
0.5,0.7,25,coupcoll-nodupe,122.86666666666666
0.5,0.7,25,ratiocoll-nodupe,107.23333333333333
0.5,0.7,25,epsilon-exact-nodupe,115.2
0.5,0.7,26,random,121.3
0.5,0.7,26,coupcoll-nodupe,120.76666666666667
0.5,0.7,26,ratiocoll-nodupe,105.93333333333334
0.5,0.7,26,epsilon-exact-nodupe,112.96666666666667
0.5,0.7,27,random,123.5
0.5,0.7,27,coupcoll-nodupe,119.66666666666667
0.5,0.7,27,ratiocoll-nodupe,105.23333333333333
0.5,0.7,27,epsilon-exact-nodupe,112.93333333333334
0.5,0.7,28,random,120.36666666666666
0.5,0.7,28,coupcoll-nodupe,119.4
0.5,0.7,28,ratiocoll-nodupe,106.0
0.5,0.7,28,epsilon-exact-nodupe,109.46666666666667
0.5,0.7,29,random,119.63333333333334
0.5,0.7,29,coupcoll-nodupe,118.2
0.5,0.7,29,ratiocoll-nodupe,104.3
0.5,0.7,29,epsilon-exact-nodupe,108.76666666666667
0.5,0.7,30,random,122.1
0.5,0.7,30,coupcoll-nodupe,114.8
0.5,0.7,30,ratiocoll-nodupe,102.86666666666666
0.5,0.7,30,epsilon-exact-nodupe,108.9
0.5,0.7,31,random,115.03333333333333
0.5,0.7,31,coupcoll-nodupe,116.26666666666667
0.5,0.7,31,ratiocoll-nodupe,104.2
0.5,0.7,31,epsilon-exact-nodupe,106.53333333333333
0.5,0.7,32,random,110.96666666666667
0.5,0.7,32,coupcoll-nodupe,114.63333333333334
0.5,0.7,32,ratiocoll-nodupe,102.5
0.5,0.7,32,epsilon-exact-nodupe,105.63333333333334
0.5,0.7,33,random,112.1
0.5,0.7,33,coupcoll-nodupe,113.43333333333334
0.5,0.7,33,ratiocoll-nodupe,101.96666666666667
0.5,0.7,33,epsilon-exact-nodupe,105.9
0.5,0.7,34,random,112.63333333333334
0.5,0.7,34,coupcoll-nodupe,113.96666666666667
0.5,0.7,34,ratiocoll-nodupe,102.36666666666666
0.5,0.7,34,epsilon-exact-nodupe,105.46666666666667
0.5,0.7,35,random,108.93333333333334
0.5,0.7,35,coupcoll-nodupe,112.7
0.5,0.7,35,ratiocoll-nodupe,101.96666666666667
0.5,0.7,35,epsilon-exact-nodupe,103.53333333333333
0.5,0.7,36,random,108.93333333333334
0.5,0.7,36,coupcoll-nodupe,111.53333333333333
0.5,0.7,36,ratiocoll-nodupe,102.83333333333333
0.5,0.7,36,epsilon-exact-nodupe,102.6
0.5,0.7,37,random,107.93333333333334
0.5,0.7,37,coupcoll-nodupe,111.5
0.5,0.7,37,ratiocoll-nodupe,101.9
0.5,0.7,37,epsilon-exact-nodupe,104.36666666666666
0.5,0.7,38,random,107.73333333333333
0.5,0.7,38,coupcoll-nodupe,109.86666666666666
0.5,0.7,38,ratiocoll-nodupe,102.06666666666666
0.5,0.7,38,epsilon-exact-nodupe,103.83333333333333
0.5,0.7,39,random,107.6
0.5,0.7,39,coupcoll-nodupe,110.26666666666667
0.5,0.7,39,ratiocoll-nodupe,101.93333333333334
0.5,0.7,39,epsilon-exact-nodupe,103.56666666666666
0.5,0.7,40,random,107.2
0.5,0.7,40,coupcoll-nodupe,108.23333333333333
0.5,0.7,40,ratiocoll-nodupe,102.06666666666666
0.5,0.7,40,epsilon-exact-nodupe,103.66666666666667
0.5,0.7,41,random,109.93333333333334
0.5,0.7,41,coupcoll-nodupe,108.8
0.5,0.7,41,ratiocoll-nodupe,102.26666666666667
0.5,0.7,41,epsilon-exact-nodupe,103.96666666666667
0.5,0.7,42,random,110.36666666666666
0.5,0.7,42,coupcoll-nodupe,108.63333333333334
0.5,0.7,42,ratiocoll-nodupe,101.63333333333334
0.5,0.7,42,epsilon-exact-nodupe,105.0
0.5,0.7,43,random,109.76666666666667
0.5,0.7,43,coupcoll-nodupe,105.23333333333333
0.5,0.7,43,ratiocoll-nodupe,102.9
0.5,0.7,43,epsilon-exact-nodupe,103.06666666666666
0.5,0.7,44,random,110.6
0.5,0.7,44,coupcoll-nodupe,105.16666666666667
0.5,0.7,44,ratiocoll-nodupe,103.6
0.5,0.7,44,epsilon-exact-nodupe,104.7
0.5,0.7,45,random,114.16666666666667
0.5,0.7,45,coupcoll-nodupe,105.76666666666667
0.5,0.7,45,ratiocoll-nodupe,103.1
0.5,0.7,45,epsilon-exact-nodupe,105.6
0.5,0.7,46,random,114.1
0.5,0.7,46,coupcoll-nodupe,104.83333333333333
0.5,0.7,46,ratiocoll-nodupe,102.3
0.5,0.7,46,epsilon-exact-nodupe,107.03333333333333
0.5,0.7,47,random,116.03333333333333
0.5,0.7,47,coupcoll-nodupe,105.8
0.5,0.7,47,ratiocoll-nodupe,102.56666666666666
0.5,0.7,47,epsilon-exact-nodupe,109.83333333333333
0.5,0.7,48,random,123.16666666666667
0.5,0.7,48,coupcoll-nodupe,106.86666666666666
0.5,0.7,48,ratiocoll-nodupe,102.83333333333333
0.5,0.7,48,epsilon-exact-nodupe,109.56666666666666
0.5,0.7,49,random,123.46666666666667
0.5,0.7,49,coupcoll-nodupe,104.36666666666666
0.5,0.7,49,ratiocoll-nodupe,103.2
0.5,0.7,49,epsilon-exact-nodupe,110.03333333333333
0.5,0.7,50,random,126.96666666666667
0.5,0.7,50,coupcoll-nodupe,106.7
0.5,0.7,50,ratiocoll-nodupe,105.73333333333333
0.5,0.7,50,epsilon-exact-nodupe,109.8
0.5,0.7,51,random,125.56666666666666
0.5,0.7,51,coupcoll-nodupe,106.3
0.5,0.7,51,ratiocoll-nodupe,105.46666666666667
0.5,0.7,51,epsilon-exact-nodupe,115.3
0.5,0.7,52,random,130.5
0.5,0.7,52,coupcoll-nodupe,108.06666666666666
0.5,0.7,52,ratiocoll-nodupe,106.96666666666667
0.5,0.7,52,epsilon-exact-nodupe,117.33333333333333
0.5,0.7,53,random,129.3
0.5,0.7,53,coupcoll-nodupe,106.26666666666667
0.5,0.7,53,ratiocoll-nodupe,106.96666666666667
0.5,0.7,53,epsilon-exact-nodupe,119.4
0.5,0.7,54,random,135.6
0.5,0.7,54,coupcoll-nodupe,110.9
0.5,0.7,54,ratiocoll-nodupe,107.43333333333334
0.5,0.7,54,epsilon-exact-nodupe,122.06666666666666
0.5,0.7,55,random,136.6
0.5,0.7,55,coupcoll-nodupe,113.1
0.5,0.7,55,ratiocoll-nodupe,112.9
0.5,0.7,55,epsilon-exact-nodupe,120.76666666666667
0.5,0.7,56,random,139.8
0.5,0.7,56,coupcoll-nodupe,112.13333333333334
0.5,0.7,56,ratiocoll-nodupe,112.46666666666667
0.5,0.7,56,epsilon-exact-nodupe,121.1
0.5,0.7,57,random,145.96666666666667
0.5,0.7,57,coupcoll-nodupe,114.9
0.5,0.7,57,ratiocoll-nodupe,117.23333333333333
0.5,0.7,57,epsilon-exact-nodupe,125.73333333333333
0.5,0.7,58,random,141.93333333333334
0.5,0.7,58,coupcoll-nodupe,116.33333333333333
0.5,0.7,58,ratiocoll-nodupe,116.43333333333334
0.5,0.7,58,epsilon-exact-nodupe,127.06666666666666
0.5,0.7,59,random,146.4
0.5,0.7,59,coupcoll-nodupe,117.66666666666667
0.5,0.7,59,ratiocoll-nodupe,116.06666666666666
0.5,0.7,59,epsilon-exact-nodupe,126.76666666666667
0.5,0.7,60,random,148.03333333333333
0.5,0.7,60,coupcoll-nodupe,120.73333333333333
0.5,0.7,60,ratiocoll-nodupe,120.86666666666666
0.5,0.7,60,epsilon-exact-nodupe,134.16666666666666
0.5,0.7,61,random,154.0
0.5,0.7,61,coupcoll-nodupe,119.36666666666666
0.5,0.7,61,ratiocoll-nodupe,119.86666666666666
0.5,0.7,61,epsilon-exact-nodupe,133.2
0.5,0.7,62,random,149.83333333333334
0.5,0.7,62,coupcoll-nodupe,124.03333333333333
0.5,0.7,62,ratiocoll-nodupe,121.4
0.5,0.7,62,epsilon-exact-nodupe,135.5
0.5,0.7,63,random,159.13333333333333
0.5,0.7,63,coupcoll-nodupe,123.13333333333334
0.5,0.7,63,ratiocoll-nodupe,130.5
0.5,0.7,63,epsilon-exact-nodupe,137.5
0.5,0.7,64,random,160.06666666666666
0.5,0.7,64,coupcoll-nodupe,126.26666666666667
0.5,0.7,64,ratiocoll-nodupe,129.93333333333334
0.5,0.7,64,epsilon-exact-nodupe,137.03333333333333
0.5,0.7,65,random,163.6
0.5,0.7,65,coupcoll-nodupe,129.8
0.5,0.7,65,ratiocoll-nodupe,131.16666666666666
0.5,0.7,65,epsilon-exact-nodupe,141.26666666666668
0.5,0.7,66,random,164.73333333333332
0.5,0.7,66,coupcoll-nodupe,129.93333333333334
0.5,0.7,66,ratiocoll-nodupe,128.36666666666667
0.5,0.7,66,epsilon-exact-nodupe,142.23333333333332
0.5,0.7,67,random,162.36666666666667
0.5,0.7,67,coupcoll-nodupe,137.06666666666666
0.5,0.7,67,ratiocoll-nodupe,139.2
0.5,0.7,67,epsilon-exact-nodupe,152.43333333333334
0.5,0.7,68,random,165.16666666666666
0.5,0.7,68,coupcoll-nodupe,137.83333333333334
0.5,0.7,68,ratiocoll-nodupe,132.5
0.5,0.7,68,epsilon-exact-nodupe,152.96666666666667
0.5,0.7,69,random,171.23333333333332
0.5,0.7,69,coupcoll-nodupe,136.4
0.5,0.7,69,ratiocoll-nodupe,135.93333333333334
0.5,0.7,69,epsilon-exact-nodupe,151.7
0.5,0.7,70,random,182.36666666666667
0.5,0.7,70,coupcoll-nodupe,143.66666666666666
0.5,0.7,70,ratiocoll-nodupe,141.93333333333334
0.5,0.7,70,epsilon-exact-nodupe,156.7
0.5,0.7,71,random,179.16666666666666
0.5,0.7,71,coupcoll-nodupe,141.1
0.5,0.7,71,ratiocoll-nodupe,143.53333333333333
0.5,0.7,71,epsilon-exact-nodupe,153.23333333333332
0.5,0.7,72,random,181.93333333333334
0.5,0.7,72,coupcoll-nodupe,148.63333333333333
0.5,0.7,72,ratiocoll-nodupe,148.1
0.5,0.7,72,epsilon-exact-nodupe,158.23333333333332
0.5,0.7,73,random,183.76666666666668
0.5,0.7,73,coupcoll-nodupe,147.13333333333333
0.5,0.7,73,ratiocoll-nodupe,145.2
0.5,0.7,73,epsilon-exact-nodupe,158.56666666666666
0.5,0.7,74,random,179.4
0.5,0.7,74,coupcoll-nodupe,148.76666666666668
0.5,0.7,74,ratiocoll-nodupe,151.96666666666667
0.5,0.7,74,epsilon-exact-nodupe,159.76666666666668
0.5,0.7,75,random,182.33333333333334
0.5,0.7,75,coupcoll-nodupe,151.66666666666666
0.5,0.7,75,ratiocoll-nodupe,147.86666666666667
0.5,0.7,75,epsilon-exact-nodupe,163.43333333333334
0.5,0.7,76,random,190.93333333333334
0.5,0.7,76,coupcoll-nodupe,152.23333333333332
0.5,0.7,76,ratiocoll-nodupe,154.53333333333333
0.5,0.7,76,epsilon-exact-nodupe,163.7
0.5,0.7,77,random,197.5
0.5,0.7,77,coupcoll-nodupe,153.16666666666666
0.5,0.7,77,ratiocoll-nodupe,150.4
0.5,0.7,77,epsilon-exact-nodupe,164.4
0.5,0.7,78,random,195.13333333333333
0.5,0.7,78,coupcoll-nodupe,156.4
0.5,0.7,78,ratiocoll-nodupe,151.5
0.5,0.7,78,epsilon-exact-nodupe,164.8
0.5,0.7,79,random,197.33333333333334
0.5,0.7,79,coupcoll-nodupe,160.33333333333334
0.5,0.7,79,ratiocoll-nodupe,159.83333333333334
0.5,0.7,79,epsilon-exact-nodupe,171.53333333333333
0.5,0.7,80,random,195.16666666666666
0.5,0.7,80,coupcoll-nodupe,161.16666666666666
0.5,0.7,80,ratiocoll-nodupe,159.7
0.5,0.7,80,epsilon-exact-nodupe,176.63333333333333
0.5,0.7,81,random,200.7
0.5,0.7,81,coupcoll-nodupe,162.73333333333332
0.5,0.7,81,ratiocoll-nodupe,159.5
0.5,0.7,81,epsilon-exact-nodupe,177.43333333333334
0.5,0.7,82,random,200.1
0.5,0.7,82,coupcoll-nodupe,162.06666666666666
0.5,0.7,82,ratiocoll-nodupe,162.2
0.5,0.7,82,epsilon-exact-nodupe,177.53333333333333
0.5,0.7,83,random,207.83333333333334
0.5,0.7,83,coupcoll-nodupe,164.93333333333334
0.5,0.7,83,ratiocoll-nodupe,164.9
0.5,0.7,83,epsilon-exact-nodupe,181.83333333333334
0.5,0.7,84,random,211.73333333333332
0.5,0.7,84,coupcoll-nodupe,169.6
0.5,0.7,84,ratiocoll-nodupe,172.63333333333333
0.5,0.7,84,epsilon-exact-nodupe,186.73333333333332
0.5,0.7,85,random,211.86666666666667
0.5,0.7,85,coupcoll-nodupe,166.6
0.5,0.7,85,ratiocoll-nodupe,169.83333333333334
0.5,0.7,85,epsilon-exact-nodupe,186.53333333333333
0.5,0.7,86,random,217.2
0.5,0.7,86,coupcoll-nodupe,171.2
0.5,0.7,86,ratiocoll-nodupe,173.5
0.5,0.7,86,epsilon-exact-nodupe,186.0
0.5,0.7,87,random,223.06666666666666
0.5,0.7,87,coupcoll-nodupe,174.2
0.5,0.7,87,ratiocoll-nodupe,177.0
0.5,0.7,87,epsilon-exact-nodupe,188.06666666666666
0.5,0.7,88,random,217.33333333333334
0.5,0.7,88,coupcoll-nodupe,178.36666666666667
0.5,0.7,88,ratiocoll-nodupe,175.23333333333332
0.5,0.7,88,epsilon-exact-nodupe,191.56666666666666
0.5,0.7,89,random,220.63333333333333
0.5,0.7,89,coupcoll-nodupe,176.73333333333332
0.5,0.7,89,ratiocoll-nodupe,184.2
0.5,0.7,89,epsilon-exact-nodupe,193.2
0.5,0.7,90,random,226.56666666666666
0.5,0.7,90,coupcoll-nodupe,177.5
0.5,0.7,90,ratiocoll-nodupe,180.36666666666667
0.5,0.7,90,epsilon-exact-nodupe,192.4
0.5,0.7,91,random,229.23333333333332
0.5,0.7,91,coupcoll-nodupe,180.43333333333334
