n,m,majority_distribution,cost_model,policy,avg_cost,avg_iters
4,10,False,random,RatioColl,7339.013765329946,30075.733333333334
4,10,False,random,EpsilonGreedy,10395.452219855699,26783.6
4,10,False,random,UCB,7678.695429528475,29515.566666666666
4,10,False,skewed,Random,10248.33683147393,18184.2
4,10,False,skewed,CoupColl,4173.07079936401,13848.866666666667
4,10,False,skewed,RatioColl,3887.1239688361825,13046.333333333334
4,10,False,skewed,EpsilonGreedy,4595.713938523677,13221.3
4,10,False,skewed,UCB,5011.672222456165,18068.833333333332
6,10,True,uniform,Random,14635.833333333334,14635.833333333334
6,10,True,uniform,CoupColl,13616.6,13616.6
6,10,True,uniform,RatioColl,11868.966666666667,11868.966666666667
6,10,True,uniform,EpsilonGreedy,11806.366666666667,11806.366666666667
6,10,True,uniform,UCB,13620.2,13620.2
6,10,True,random,Random,15255.943077374775,13814.366666666667
6,10,True,random,CoupColl,5618.983208729269,28944.166666666668
6,10,True,random,RatioColl,5564.01155369449,28661.0
6,10,True,random,EpsilonGreedy,9515.091582377116,21521.2
6,10,True,random,UCB,5885.944109815301,27756.9
6,10,True,skewed,Random,15050.274913685727,12401.433333333332
6,10,True,skewed,CoupColl,6553.158572927434,21054.733333333334
6,10,True,skewed,RatioColl,5730.655498826722,19652.666666666668
6,10,True,skewed,EpsilonGreedy,7433.298284824343,18415.7
6,10,True,skewed,UCB,6827.175787567924,24884.233333333334
6,10,False,uniform,Random,16243.7,16243.7
6,10,False,uniform,CoupColl,17932.033333333333,17932.033333333333
6,10,False,uniform,RatioColl,12585.533333333333,12585.533333333333
6,10,False,uniform,EpsilonGreedy,13872.466666666667,13872.466666666667
6,10,False,uniform,UCB,15396.2,15396.2
6,10,False,random,Random,29772.687900374694,23971.0
6,10,False,random,CoupColl,669.0174845064855,68156.53333333334
6,10,False,random,RatioColl,669.8354758906622,68239.86666666667
6,10,False,random,EpsilonGreedy,5719.617952146119,31461.766666666666
6,10,False,random,UCB,835.2852647130393,66459.36666666667
6,10,False,skewed,Random,31353.84142213877,21568.066666666666
6,10,False,skewed,CoupColl,17355.959092929126,53405.1
6,10,False,skewed,RatioColl,17069.67145345886,52512.6
6,10,False,skewed,EpsilonGreedy,21638.474060718643,40212.46666666667
6,10,False,skewed,UCB,22188.968041253585,52275.566666666666
8,10,True,uniform,Random,12789.433333333332,12789.433333333332
8,10,True,uniform,CoupColl,14406.266666666666,14406.266666666666
8,10,True,uniform,RatioColl,11955.7,11955.7
8,10,True,uniform,EpsilonGreedy,12137.766666666666,12137.766666666666
8,10,True,uniform,UCB,13112.5,13112.5
8,10,True,random,Random,14525.347860878188,12485.966666666667
8,10,True,random,CoupColl,12510.411283481688,18256.7
8,10,True,random,RatioColl,10046.27247865876,15271.833333333334
8,10,True,random,EpsilonGreedy,10374.527797450855,13176.2
8,10,True,random,UCB,12347.098615428713,17219.7
8,10,True,skewed,Random,18179.13967587587,16491.466666666667
8,10,True,skewed,CoupColl,1843.26446919694,14074.7
8,10,True,skewed,RatioColl,1618.3913332244451,13179.633333333333
8,10,True,skewed,EpsilonGreedy,3301.8723339244702,13159.666666666666
8,10,True,skewed,UCB,1882.5813248441818,16051.433333333332
8,10,False,uniform,Random,23084.166666666668,23084.166666666668
8,10,False,uniform,CoupColl,16802.866666666665,16802.866666666665
8,10,False,uniform,RatioColl,14707.2,14707.2
8,10,False,uniform,EpsilonGreedy,15107.433333333332,15107.433333333332
8,10,False,uniform,UCB,18017.766666666666,18017.766666666666
8,10,False,random,Random,14075.31295232006,18661.966666666667
8,10,False,random,CoupColl,1379.2990540718336,14475.933333333332
8,10,False,random,RatioColl,1222.8944631051406,13073.066666666668
8,10,False,random,EpsilonGreedy,2575.2385254777714,13829.2
8,10,False,random,UCB,1458.7751468350446,14810.566666666668
8,10,False,skewed,Random,16102.435538779544,14754.3
8,10,False,skewed,CoupColl,752.9631093458545,33561.666666666664
8,10,False,skewed,RatioColl,758.3729868181794,33802.8
8,10,False,skewed,EpsilonGreedy,3585.900728353118,22759.0
8,10,False,skewed,UCB,1004.8117723076284,31946.533333333333
10,10,True,uniform,Random,13605.333333333334,13605.333333333334
10,10,True,uniform,CoupColl,14765.133333333333,14765.133333333333
10,10,True,uniform,RatioColl,11080.466666666667,11080.466666666667
10,10,True,uniform,EpsilonGreedy,11747.333333333334,11747.333333333334
10,10,True,uniform,UCB,13403.933333333332,13403.933333333332
10,10,True,random,Random,13992.50998881611,14842.133333333333
10,10,True,random,CoupColl,6018.251120087376,17289.466666666667
10,10,True,random,RatioColl,5905.110941983537,16946.5
10,10,True,random,EpsilonGreedy,6258.17966943377,13314.2
10,10,True,random,UCB,5956.846076764432,14445.033333333333
10,10,True,skewed,Random,3889.2452369622256,12001.733333333334
10,10,True,skewed,CoupColl,924.9602986084875,20053.833333333332
10,10,True,skewed,RatioColl,825.151023069757,18149.833333333332
10,10,True,skewed,EpsilonGreedy,1352.173032457483,16219.8
10,10,True,skewed,UCB,913.0609612593289,17270.933333333334
10,10,False,uniform,Random,22736.466666666667,22736.466666666667
10,10,False,uniform,CoupColl,16946.333333333332,16946.333333333332
10,10,False,uniform,RatioColl,14064.2,14064.2
10,10,False,uniform,EpsilonGreedy,15214.6,15214.6
10,10,False,uniform,UCB,19063.233333333334,19063.233333333334
10,10,False,random,Random,21139.78078391586,18807.3
10,10,False,random,CoupColl,9954.861662431498,21446.3
10,10,False,random,RatioColl,8847.98077638883,20370.9
10,10,False,random,EpsilonGreedy,11050.101867162886,19599.033333333333
10,10,False,random,UCB,10549.233079193831,22543.766666666666
10,10,False,skewed,Random,25882.858997580726,15728.8
10,10,False,skewed,CoupColl,466.1971160111323,19535.733333333334
10,10,False,skewed,RatioColl,427.8531021235997,18721.133333333335
10,10,False,skewed,EpsilonGreedy,3784.7575179671157,16528.433333333334
10,10,False,skewed,UCB,806.2056611537243,21386.033333333333
