# m fixed at 10, n changing from 2 to 10
n,m,majority_distribution,cost_model,policy,avg_cost,avg_iters
2,10,True,uniform,random,17173.2,17173.2
2,10,True,uniform,CoupColl,17344.433333333334,17344.433333333334
2,10,True,uniform,RatioColl,14957.533333333333,14957.533333333333
2,10,True,uniform,EpsilonGreedy,15275.766666666666,15275.766666666666
2,10,True,uniform,UCB,15703.466666666667,15703.466666666667
2,10,True,random,random,15375.767692138541,17207.9
2,10,True,random,CoupColl,15955.776846276534,21128.7
2,10,True,random,RatioColl,14598.92465692746,18132.733333333334
2,10,True,random,EpsilonGreedy,13858.34694947919,18112.566666666666
2,10,True,random,UCB,14916.182262100085,19894.866666666665
2,10,True,skewed,random,15511.889419757654,16892.066666666666
2,10,True,skewed,CoupColl,7455.601263275299,27599.666666666668
2,10,True,skewed,RatioColl,7657.768606921037,27325.5
2,10,True,skewed,EpsilonGreedy,8377.03115090986,20459.866666666665
2,10,True,skewed,UCB,10041.813812845297,28559.466666666667
2,10,False,uniform,random,23471.733333333334,23471.733333333334
2,10,False,uniform,CoupColl,22945.333333333332,22945.333333333332
2,10,False,uniform,RatioColl,26895.633333333335,26895.633333333335
2,10,False,uniform,EpsilonGreedy,21815.033333333333,21815.033333333333
2,10,False,uniform,UCB,26378.866666666665,26378.866666666665
2,10,False,random,random,18507.362871582347,25562.733333333334
2,10,False,random,CoupColl,19258.538884020945,36237.26666666667
2,10,False,random,RatioColl,21730.96348720426,26187.666666666668
2,10,False,random,EpsilonGreedy,20994.948266323154,21237.5
2,10,False,random,UCB,20271.07720006803,26678.0
2,10,False,skewed,random,27564.27017213361,28353.866666666665
2,10,False,skewed,CoupColl,16520.408367448275,32434.333333333332
2,10,False,skewed,RatioColl,20007.62756094761,39608.8
2,10,False,skewed,EpsilonGreedy,11974.404356136953,35184.23333333333
2,10,False,skewed,UCB,16719.873740857598,33235.066666666666
4,10,True,uniform,random,16351.066666666668,16351.066666666668
4,10,True,uniform,CoupColl,16566.466666666667,16566.466666666667
4,10,True,uniform,RatioColl,13956.033333333333,13956.033333333333
4,10,True,uniform,EpsilonGreedy,13588.633333333333,13588.633333333333
4,10,True,uniform,UCB,14938.1,14938.1
4,10,True,random,random,17253.529760219946,17487.3
4,10,True,random,CoupColl,12158.19047292907,24535.066666666666
4,10,True,random,RatioColl,8687.040229522754,34047.433333333334
4,10,True,random,EpsilonGreedy,9543.339130961926,20212.866666666665
4,10,True,random,UCB,11891.2615580683,20778.233333333334
4,10,True,skewed,random,16440.15973338511,18071.566666666666
4,10,True,skewed,CoupColl,4228.873328882733,29265.866666666665
4,10,True,skewed,RatioColl,3028.602119770316,29696.8
4,10,True,skewed,EpsilonGreedy,6344.982639151282,20095.033333333333
4,10,True,skewed,UCB,3011.010262866601,37110.566666666666
4,10,False,uniform,random,22842.5,22842.5
4,10,False,uniform,CoupColl,19375.133333333335,19375.133333333335
4,10,False,uniform,RatioColl,18069.166666666668,18069.166666666668
4,10,False,uniform,EpsilonGreedy,17330.7,17330.7
4,10,False,uniform,UCB,17831.1,17831.1
4,10,False,random,random,24604.195110873632,23595.2
4,10,False,random,CoupColl,12874.688204772205,26496.7
4,10,False,random,RatioColl,12354.852675247786,25097.466666666667
4,10,False,random,EpsilonGreedy,13022.774614553957,21366.033333333333
4,10,False,random,UCB,13028.122388394135,34486.333333333336
4,10,False,skewed,random,24952.69721378452,29222.066666666666
4,10,False,skewed,CoupColl,6346.674154846697,27929.9
4,10,False,skewed,RatioColl,4428.610963521759,39118.03333333333
4,10,False,skewed,EpsilonGreedy,11561.29862159937,28880.066666666666
4,10,False,skewed,UCB,4307.180076039642,39026.433333333334
6,10,True,uniform,random,14993.533333333333,14993.533333333333
6,10,True,uniform,CoupColl,15188.5,15188.5
6,10,True,uniform,RatioColl,12619.866666666667,12619.866666666667
6,10,True,uniform,EpsilonGreedy,13059.766666666666,13059.766666666666
6,10,True,uniform,UCB,14536.733333333334,14536.733333333334
6,10,True,random,random,15490.34612040495,15393.7
6,10,True,random,CoupColl,10272.712845271566,19631.7
6,10,True,random,RatioColl,8170.172514831253,17090.933333333334
6,10,True,random,EpsilonGreedy,8681.147144491895,17347.766666666666
6,10,True,random,UCB,8169.053888912263,19803.766666666666
6,10,True,skewed,random,14369.691850614165,15035.4
6,10,True,skewed,CoupColl,2333.0216910479544,26875.466666666667
6,10,True,skewed,RatioColl,1985.0578971822704,27518.4
6,10,True,skewed,EpsilonGreedy,4709.984484431064,22637.1
6,10,True,skewed,UCB,2461.1506267336094,25217.766666666666
6,10,False,uniform,random,20895.766666666666,20895.766666666666
6,10,False,uniform,CoupColl,17361.633333333335,17361.633333333335
6,10,False,uniform,RatioColl,14899.866666666667,14899.866666666667
6,10,False,uniform,EpsilonGreedy,16117.033333333333,16117.033333333333
6,10,False,uniform,UCB,17793.766666666666,17793.766666666666
6,10,False,random,random,20542.91028978046,20123.866666666665
6,10,False,random,CoupColl,8729.439398502549,29601.533333333333
6,10,False,random,RatioColl,9014.216705160099,26615.6
6,10,False,random,EpsilonGreedy,9002.114967649679,19395.033333333333
6,10,False,random,UCB,7922.869501113324,25340.066666666666
6,10,False,skewed,random,16339.276136522009,20344.0
6,10,False,skewed,CoupColl,3444.0360808577943,24690.0
6,10,False,skewed,RatioColl,2825.015351891124,26713.566666666666
6,10,False,skewed,EpsilonGreedy,5100.369662778159,27923.7
6,10,False,skewed,UCB,2805.123816507589,29425.366666666665
8,10,True,uniform,random,14640.833333333334,14640.833333333334
8,10,True,uniform,CoupColl,14936.9,14936.9
8,10,True,uniform,RatioColl,12319.666666666666,12319.666666666666
8,10,True,uniform,EpsilonGreedy,12026.9,12026.9
8,10,True,uniform,UCB,13803.733333333334,13803.733333333334
8,10,True,random,random,14501.547119391913,14038.166666666666
8,10,True,random,CoupColl,7501.796922916677,21905.766666666666
8,10,True,random,RatioColl,5474.727763302575,52886.1
8,10,True,random,EpsilonGreedy,7626.729273251361,16919.533333333333
8,10,True,random,UCB,5683.94467813376,25685.333333333332
8,10,True,skewed,random,12344.045190751376,14509.466666666667
8,10,True,skewed,CoupColl,1903.6566632379545,28797.266666666666
8,10,True,skewed,RatioColl,1645.0432994459127,22611.966666666667
8,10,True,skewed,EpsilonGreedy,4163.273852896959,18566.233333333334
8,10,True,skewed,UCB,2364.66216850646,25448.866666666665
8,10,False,uniform,random,20230.3,20230.3
8,10,False,uniform,CoupColl,17314.533333333333,17314.533333333333
8,10,False,uniform,RatioColl,14450.033333333333,14450.033333333333
8,10,False,uniform,EpsilonGreedy,15358.5,15358.5
8,10,False,uniform,UCB,16662.333333333332,16662.333333333332
8,10,False,random,random,21227.359510706676,21737.966666666667
8,10,False,random,CoupColl,7142.7015612549685,25591.033333333333
8,10,False,random,RatioColl,4524.247407941462,24589.333333333332
8,10,False,random,EpsilonGreedy,7987.9366510607815,20102.266666666666
8,10,False,random,UCB,7625.595689679218,25453.966666666667
8,10,False,skewed,random,22465.798143340096,20607.6
8,10,False,skewed,CoupColl,2193.9464524321115,33529.7
8,10,False,skewed,RatioColl,1797.9808439722767,27982.066666666666
8,10,False,skewed,EpsilonGreedy,3962.4757334367796,21359.6
8,10,False,skewed,UCB,2585.9733611281968,29454.666666666668
